vardekod,vardebenamning
63029,"Utbildning av hjälppersonal inom vårdområdet,ospec"
63041,Hemvårdarutbildning
63042,Hemsamaritutbildning
63044,Kurs för utbildning av lekplatspersonal
63045,Introdkurs för sysselsättnhandl
63046,Kurs för arbetsledare inom social hemhjälp
63047,Årskurs 1 av gymnasieskol 2-årig socservlinje
63048,"Utbildning för social-, hem- och familjevård, annan"
63049,"Utbildning för social-, hem- och familjevård, ospec"
63050,2-år socservlin utbildning för grpled o vård soctjn
63051,2-år socservlin utbildning grpled vård soctjn 1år
63052,2-år socservlin utbildning grpled vård soctjn 1tm
63053,"Social service, KOMVUX"
63059,Social serviceutbildning
63088,"Utb. inom hälso-,sjuk- o. åldvård/social- o.famvård"
63099,"Utb. inom hälso-,sjuk- o. åldvård/social- o.famvård"
63100,Underskötutbildning vård/op/mottagn
63101,"Underskötutb, 40 veckor"
63102,"Underskötutb, 25 veckor"
63110,Underskötutbildning ålderdomshem
63120,Underskötutbildning klin/kem lab
63130,Underskötutbildning röntgen
63150,2-årig vårdl hälso/sjuk/åldr
63151,"2-årig vårdl gymn gr för häls o sjv,skötkomp"
63152,"Komvux, motsv 2-år vårdlinje gren h-o-s,3 term"
63188,"Undersköterskeutbildning, annan"
63199,"Undersköterskeutbildning, ospec"
63240,Apoteksteknikerutbildning
63241,Laborateknikerutbildning inom läkemedelstillverkn.
63248,"Apotekstekniker/labteknikerutbildning, annan"
63249,"Apotekstekniker/labteknikerutbildning, ospec"
63299,Apotekstekniker/laboratorieteknniker
63300,Utbildning skötare i psykiatrisk vård
63301,Utbildning skötare i psykiatrisk vård 3 term
63302,Utbildning sjukv/psyk för skötare med praktik
63303,2-årig vårdlinje gren för psykiatrisk vård
63304,Grundutbildning i psykiatrisk vård spec.kurs
63308,"Utbildning för skötare i psykiatrisk vård, annan"
63309,"Utbildning för skötare i psykiatrisk vård, ospec"
63399,Utbildning för skötare i psykiatrisk vård
63400,Barnavårdsutbildning
63401,Grundkurs för vård av psyk utvecklingsstörda
63402,Åk 1 gymnasieskolan 2-åriga barna-ungdv
63403,Utbildning av personal för öppen barnavård
63404,Utbildning för vård av barn 0-7 år
63405,Utbildning för vård av barn 1-12 år
63406,Utbildning för vård av barn 0-12 år
63408,"Utbildning inom barn/ungdomsvård, annan"
63409,"Utbildning inom barn/ungdomsvård, ospec"
63410,2-årig vårdlinje gymn. gren för barn/ungd.vård
63411,2-årig vårdlinje gymn. var. för barnsjukdomar
63412,Apy-kurs för vård vid barnhem
63413,Apy-kurs för vård psyk utvecklst
63414,Apy-kurs för vård av barn m fys handikapp
63415,Apy-kurs vård sjuk/nyfödd barn
63416,Utbildning för arb m barn o ungd m särskilda behov
63418,"Vårdutbildning gymnasieskolan barn/ungdv ,annan"
63419,"Vårdutbildning gymnasieskolan barn/ungdv ,ospec"
63488,"Utbildning inom barn-/ungdomsvård, annan"
63499,"Utbildning inom barn-/ungdomsvård, ospec"
63500,Tandsköterskeutbildning
63501,Utbildning av tandskötare med yrkeserfarenhet
63508,"Tandsköterskeutbildning, annan"
63509,"Tandsköterskeutbildning, ospec"
63599,Tandsköterskeutbildning
63600,Fotvårdsspecialistutbildning
63699,"Fotvårdsspecialistutbildning, ospec"
63888,Annan utb f vårdyrken
63999,Ospec utb f vårdyrken
64101,Kompl.kurs för sköt i psykvård till undersköterska
64220,Utbildning för socialt behandlingsarb (Pu)
64221,"Omvårdnadslinjen (3 år), gren soc serv, även (Pu)"
64222,"Omvårdnadslinjen (3 år), gren hälso o sjukvård"
64223,"Omvårdnadslinjen (3 år), gren omvårdnad"
64224,"Omvårdnadslinjen (3 år), gren psykiatri"
64225,"Omvårdnadslinjen (3 år), gren omsorg psyk utv-st"
64228,Annan hithörande omvårdnadsutbildning
64229,Ospec hithörande omvårdnadsutbildning
64230,"Omvårdnadsprogrammet, gren omvårdnad"
64301,Utbildning av skötare i psykvård 1:e sköt/skötutb
64399,Utbildning av skötare i psykvård
64410,Kurs i gipsteknik (Pu)
64420,Allergi och diabetes hos barn (Pu)
64421,Barnomsorg (Pu)
64430,Operation anestesi och intensivvård (Pu)
64440,"Vårdlinjen (3 år), omsorg barn & ungdom, även (Pu)"
64448,Annan spec-inriktad vårdutbildning
64449,Ospec spec-inriktad vårdutbildning
64488,Spec-inriktad utbildning inom vårdområdet
64510,Arbetsledarutbildning för tandsköterskor (Pu)
64520,Tandsköterskor (Pu)
64530,"Omvårdnadsprogrammet, gren tandvård"
64601,Ambulanssjukvård (Pu)
64888,Annan gymnasial vårdinriktad utb
64999,Ospec gymnasial vårdinriktad utb
65000,Sjuksköterskeutbildning grundutbildning
65030,"Sjuksköterskeutbildning, 6-7 term före 1968"
65088,"Sjuksköterskeutbildning (grundutb.), annan"
65099,"Sjuksköterskeutbildning (grundutb.), ospec"
65100,Sjuksk allm spec utbildning
65101,Sjuksk allm spec&avdskk/vidutbildning
65102,Allmän hälso- och sjukvårdslinjen
65108,"Vidutbildning sjuksk allmv, annan"
65109,"Vidutbildning sjuksk allmv, ospec"
65110,Sjuksköterskeutbildning intensivvård
65111,Sjuksköterskeutbildning intensivvård
65118,"Vidutbildning sjuksk intensivvård, annan"
65119,"Vidutbildning sjuksk intensivvård, ospec"
65120,Sjuksköterskeutbildning anestesisjukvård
65121,Sjuksköterskeutbildning anestesisjukvård+avdsköt
65128,"Vidutbildning sjuksköterska anestesi, annan"
65129,"Vidutbildning sjuksköterska anestesi, ospec"
65130,Sjuksköterskeutbildning operation
65131,Sjuksköterskeutbildning operation+avdsköterska
65138,"Vidutbildning sjuksköterska operation, annan"
65139,"Vidutbildning sjuksköterska operation, ospec"
65140,Sjuksköterska psykiatrisk vård
65141,Sjuksköterska psykiatrisk vård+avd.sköterska
65142,Psykiatrisk vård hälso- och sjukvårdslinjen
65148,"Vidutbildning sjuksköterska psykiatrisk vård, annan"
65149,"Vidutbildning sjuksköterska psykiatrisk vård, ospec"
65150,Sjuksköterskeutbildning barnsjukvård
65151,Sjuksköterskeutbildning barnsjukvård+avdsköterska
65152,Sjuksköterskeutbildning barnsjukvård
65158,"Vidutbildning sjuksköterska barnsjukvård, annan"
65159,"Vidutbildning sjuksköterska barnsjukvård, ospec"
65160,Distriktsköterskeutbildning
65161,Sjuksk öppen hälso-sjukvård vidutbildning
65162,Sjuksk föreståndare ålderdomshem öppen åldrvård
65168,"Vidutbildning sjuksk öppen hälso-sjukvård, annan"
65169,"Vidutbildning sjuksk öppen hälso-sjukvård, ospec"
65170,Sjuksköterskeutbildning förlossn o mödravård
65171,Sjuksköterskeutbildning förlossn o mödravård+avdskö
65172,Barnmorskeutbildning
65178,"Sjuksköterskeutbildning obstetr och gynekolog,annan"
65179,"Sjuksköterskeutbildning obstetr och gynekolog,ospec"
65180,Sjuksköterskeutbildning laboratoriearbete
65181,Sjuksköterskeutbildning laboratoriearbete + avdsköt
65182,Sjuksköterskeutbildning röntgenarbete
65183,Sjuksköterskeutbildning röntgenarbete + avdskötersk
65184,Hä-o sjv linjens inr mot ögsjv/oftalmass + komplutb
65188,"Vidutbildning sjuksköt./hä.sjv.linjen, annan"
65199,"Vidutbildning sjuksköt./hä.sjv.linjen, ospec"
65200,"Sociala omsorgsutbildn., inr mot soc-ped arb."
65201,Föreståndarutbildning för inst/elevhem f utvstörda
65202,Utbildning inr m omsorg psyk ustörd o flerhkapp
65208,"Utbildning för social omsorg, service, annan"
65209,"Utbildning för social omsorg, service, ospec"
65220,"Ålderdomshemsförestutb, soc omsorgsexamen"
65221,Ålderdomshemsförestutbildning 1 årig
65222,"Soc. omsorgsutb, inr mot äldre, ps-utvst, handik"
65228,"Ålderdomshemsförestutbildning, annan"
65229,"Ålderdomshemsförestutbildning, ospec"
65288,"Utbildning för social service, annan"
65299,"Utbildning för social service, ospec"
65300,Sjukgymnastutbildning
65388,"Sjukgymnastutbildning, annan"
65399,"Sjukgymnastutbildning, ospec"
65400,Arbetsterapeututbildning
65488,"Arbetsterapeututbildning, annan"
65499,"Arbetsterapeututbildning, ospec"
65500,Receptarieutbildning eller motsvarande
65588,Receptarieutbildning eller motsvarande
65600,Med kand
65605,Kurser i hälso- och sjukvård
65606,Kurser i medicin
65608,"Medicinsk utbildning, annan"
65609,"Medicinsk utbildning, ospec"
65610,Odont kand
65611,Tandhygienisk utbildning
65615,"Odontologi, kurser i tandvård"
65618,"Odontologisk utbildning, annan"
65619,"Odontologisk utbildning, ospec"
65620,Vet med kand
65621,Vetmedicin djursjukvård
65625,"Vetmedicin, kurser i"
65626,"Vetmedicin,livsmedelshygien"
65628,"Veterinärmedecinsk utbildning, annan"
65629,"Veterinärmedecinsk utbildning, ospec"
65635,Kurser i farmacaeutiska ämnen
65640,Högskoleexamen inom vårdområdet
65688,"Med odont/vet med kand, annan"
65699,"Med odont/vet med kand, ospec"
65710,Operationsass.utbildning
65711,Oftalmologass.utbildning
65713,Hälso- och sjukvlin. inr. diagn. radiol. el motsv
65714,Häslo- och sjukvlin. inr. onkologi eller motsv
65715,Ortoptistutbildning
65718,Medicinsk assistentutbilding eller motsvarande
65719,Medicinsk assistentutbilding eller motsvarande
65720,Hörselvårdsassistentutbildning/linjen
65730,Lab ass gren för biokemiskt-medic-kemiskt lab
65731,Lab ass gren för mikrobiologiskt lab
65732,Lab ass gren för kliniskt-kemiskt lab
65733,Lab ass gren för kliniskt-fysiologiskt lab
65734,Lab ass gren för histopatologiskt lab
65735,Utbildning i klinisk cytologi
65736,Lab ass gren för med. bioteknik
65738,"Laboratorieassistentutbildning, annan"
65739,"Laboratorieassistentutbildning, ospec"
65740,Operationsassutbildning med avdsköterskekurs
65741,Oftalmologassutbildning med avdsköterskekurs
65742,Dialysassutbildning med avdsköterskekurs
65743,Röntgenassutbildning med avdsköterskekurs
65744,Radioterapiassutbildning med avdsköterskekurs
65745,Ortoptistutbildning med avdsköterskekurs
65748,Med tekn assistentutbildning med avdsköterskekurs
65749,Med tekn assistentutbildning med avdsköterskekurs
65750,Med labass. med avdsköt.kurs allm kem-biok lab
65751,Med labass. med avdsköt.kurs mikrobiolog lab
65752,Med labass. med avdsköt.kurs kliniskt-kem lab
65753,Med labass. med avdsköt.kurs klin-fysiolog lab
65754,Med labass. med avdsköt.kurs histopatolog lab
65755,Med labass. med avdsköt.kurs cytologassutb
65758,"Med labass. med avdsköterskekurs, annan"
65759,"Med labass. med avdsköterskekurs, ospec"
65788,"Utb för operation- ögonsjv o med. serv, annan"
65799,"Utb för operation- ögonsjv o med. serv, ospec"
65818,"Ortopedteknisk utbildning, annan"
65819,"Ortopedteknisk utbildning, ospec"
65888,Annan eftergymnasial (högst 3 år) vårdutbildning
65901,KY utbildning vård
65999,Ospec eftergymnasial (högst 3 år) vårdutbildning
66000,Läkarlinjen/examen (med lic)
66001,Läkarexamen/med lic m fullgj.allmtjänst
66002,Lic i medicinsk vetenskap
66008,Läkarexamen/med lic
66009,Läkarexamen/med lic
66100,Läkarutbildning m specialistkomp. invärtes sjukd
66101,Läkarutbildning m specialistkomp. endokrinologi
66102,Läkarutbildning m specialistkomp. kardiologi
66103,Läkarutbildning m specialistkomp akuta infekt.sjuk
66104,Läkarutbildning m specialutbildning pneumologi
66105,Läkarutbildning m specialutb gastroenterologi
66106,Läkarutbildning m specialutbildning nefrologi
66107,Läkarutbildning m specialutb reumatiska sjukdomar
66108,Läkarutbildning m specialutb invärtes medicin
66109,Läkarutbildning m specialutb invärtes medicin
66110,Läkarutbildning m specialutbildning allm kirurgi
66111,Läkarutbildning m specialutbildning barnkirurgi
66112,Läkarutbildning m specialutbildning handkirurgi
66113,Läkarutbildning m specialutbildning neurokirurgi
66114,Läkarutbildning m specialutb ortopedisk kirurgi
66115,Läkarutbildning m specialutbildning plastikkirurgi
66116,Läkarutbildning m specialutbildning thoraxkirurgi
66117,Läkarutbildning m specialutb urologisk kirurgi
66118,Läkarutbildning m specialutbildning kirurgisk utb
66119,Läkarutbildning m specialutbildning kirurgisk utb
66120,Läkarutbildning m specialutb blodgrserol/transfl
66121,Läkarutbildning m specialutb klinisk bakteorologi
66122,Läkarutbildning m specialutb klinisk fysiologi
66123,Läkarutbildning m specialutbildning klinisk kemi
66124,Läkarutbildning m specialutb klinisk neurofysiol
66125,Läkarutbildning m specialutb klinisk patologi
66126,Läkarutbildning m specialutb klinisk virologi
66127,Läkarutbildning m specialutb klinisk immunologi
66128,Läkarutbildning m specialutbildning klin labverks
66129,Läkarutbildning m specialutbildning klin labverks
66130,Läkarutbildning m specialutb gynekologi/obstetrik
66131,Läkarutbildning m specialutb klinisk farmakologi
66132,Läkarutbildning m specialutb klinisk cytologi
66133,Läkarutbildning m specialutbildning hematologi
66134,Läkarutbildning m specialutbildning koagulationslab
66135,Läkarutbildning m specialutb klinisk näringslära
66136,Läkarutbildning m specialutbildning klinisk genetik
66138,"Läkarutbildning, vidareutbildning, annan"
66139,"Läkarutbildning, vidareutbidlning, ospec"
66140,Läkarutbildning m specialutbildning allm psykiatri
66141,Läkarutbildning m specialutb barn o ungdpsykiatri
66142,Läkarutbildning m specialutbildning rättspsykiatri
66143,Läkarutbildning m specialutbildning neurologi
66144,Läkarutbildning m specialutbildning barnneurologi
66148,Läkarutbildning m specialutbildning psykiska sjkd
66149,Läkarutbildning m specialutbildning psykiska sjkd
66150,Läkarutbildning m specialutb röntgendiagnostik
66151,Läkarutbildning m specialutbildning allm onkologi
66152,Läkarutbildning m specialutbildning gyn onkologi
66153,Läkarutbildning m specialutbildning neuroradiologi
66154,Läkarutbildning m specialutb pediatr röntgendiagn
66158,Läkarutbildning m specialutbildning röntg/onkologi
66159,Läkarutbildning m specialutbildning röntg/onkologi
66160,Läkarutbildning m specialutb orto/rhino/larygolog
66161,Läkarutbildning m specialutbildning audiologi
66162,Läkarutbildning m specialutbildning foniatri
66163,Läkarutbildning m specialutbildning oftalmologi
66168,Läkarutbildning m specialutbildning öron/näs/hals
66169,Läkarutbildning m specialutbildning öron/näs/hals
66170,Läkarutbildning m specialutbildning allmän praktik
66171,Läkarutbildning m specialutb långvårdsmedicin
66172,Läkarutbildning m specialutbildning medicinsk rehab
66173,Läkarutbildning m specialutb barnaåld inv sjukd
66174,Läkarutbildning m specialutb dermatolog/venereol
66175,Läkarutbildning m specialutbildning anestesiologi
66176,Läkarutbildning m specialutbildning yrkesmedicin
66177,Läkarutbildning m specialutbildning socialmedicin
66178,Läkarutbildning m specialutbildning allmän prakt
66179,Läkarutbildning m specialutbildning allmän prakt
66180,Läkarutbildning m specialutb barnhabilitering
66181,Läkarutbildning m specialutbildning barnallergologi
66182,Läkarutbildning m specialutbildning barnkardiologi
66183,Läkarutbildning m specialutbildning rättsmedicin
66184,Läkarutbildning specialutb internmed allergologi
66188,"Läkarutbildning med specialistkompetens, annan"
66199,"Läkarutbildning med specialistkompetens, ospec"
66200,Tandläkarexamen
66210,Tandläkarutbildning tandreglering
66211,Tandläkarutbildning tandsyst kir sjukdomar
66212,Tandläkarutbildning tandlossjukdomar
66213,Tandläkarutbildning rotbehandl
66214,Tandläkarutbildning barntandvård
66215,Tandläkarutbildning oral protetik
66216,Tandläkarutbildning odont röntgendiagnostik
66218,"Tandläkarutbildning med specialistkompetens, annan"
66219,"Tandläkarutbildning med specialistkompetens, ospec"
66288,"Tandläkarutbildning, annan"
66299,"Tandläkarutbildning, ospec"
66300,Sjuksköterskeexamen
66308,"Sjuksköterskeexamen, annan"
66309,"Sjuksköterskeexamen, ospec"
66310,Barnmorskeeexamen
66318,"Barnmorskeeexamen, annan"
66319,"Barnmorskeeexamen, ospec"
66320,Sjukgymnastexamen
66328,"Sjukgymnastexamen, annan"
66329,"Sjukgymnastexamen, ospec"
66330,Arbetsterapeutexamen
66338,"Arbetsterapeutexamen, annan"
66339,"Arbetsterapeutexamen, ospec"
66350,Optikertexamen
66400,Apotekarexamen/apotekarlinjen
66410,Farm mag medicinsk linje
66488,"Apotekarutbildning, annan"
66499,"Apotekarutbildning, ospec"
66500,Psykoterapiutbildning ericastiftelsen
66509,"Psykoterapiutbildning, steg i el motsv"
66510,"Psykoterapiutbildning, steg ii el motsv"
66520,Psykoterapeutexamen
66588,"Psykoterapiutbildning, annan"
66599,"Psykoterapiutbildning, ospec"
66600,Logopedutbildning
66601,Påbyggnadsutbildning i logopedi
66610,"Öppen hälso- och sjukvård, påbyggnutbildning"
66611,"Anestesi- och intensivvård, påbutbildning"
66612,"Obstetrisk- och gynekologiskvård, påbutbildning"
66613,"Hälso- och sjukvård för barn o ungdom, påby"
66614,"Ortoptik, påbyggnadsutbildning"
66615,"Anestesi- o operationssjukv, påbutbildning"
66616,"Onkologisk omvårdnad, påbutbildning"
66618,"Påbyggnutb till hälso- o sjukvårdslinjen, annan"
66619,"Påbyggnutb till hälso- o sjukvårdslinjen, ospec"
66621,Påbyggnadsutbildning i arbetsterapi
66622,Forskningsförb. fördjupningskurs i arbetsterapi
66624,Påbyggnadsutbildning i sjukgymnastik
66625,Forskningsförb. fördjupningskurs i sjukgymnastik
66628,"Rehabiliteringslinjens vidareutbildning, annan"
66629,"Rehabiliteringslinjens vidareutbildning, ospec"
66641,"Molekylärbiologi o bioteknik, påb till labbasslinje"
66650,Social omsorgsexamen utan uppdelning på inriktning
66651,Social omsorgsexamen med inr mot soc-ped behand.
66652,"Social omsorgsex med inr mot äldre, h-kapp,h utv-st"
66658,Annan social omsorgsexamen
66659,Ospec social omsorgsexamen
66688,Annan eftergymnasial vårdutb. om minst 3 år
66699,Ospecificerad eftergymnasial vårdutb. om minst 3 år
66700,Veterinärexamen/vet med lic
66788,Veterinärexamen/vet med lic
66799,Veterinärexamen/vet med lic
66800,"Kand-examen, fördjup-ämne inom omvårdnad"
66801,"Kand-examen, fördjup-ämne inom rehabilitering"
66802,"Kand-examen, fördjup-ämne inom social omsorg"
66808,"Kand-examen, annat fördjup-ämne inom vård/omsorg"
66809,"Kand-examen, ospec fördjup-ämne inom vård/omsorg"
66810,"Kand-examen, fördjup-ämne inom farmaci"
66811,"Kand-examen, fördjup-ämne inom medicin"
66812,"Kand-examen, fördjup-ämne inom odontologi"
66813,"Kand-examen, fördjup-ämne inom veterinärmedicin"
66818,"Kand-examen, annat fördjup-ämne inom medicin"
66819,"Kand-examen, ospec fördjup-ämne inom medicin"
66820,"Mag-examen, fördjup-ämne inom omvårdnad"
66821,"Mag-examen, fördjup-ämne inom rehabilitering"
66822,"Mag-examen, fördjup-ämne inom social omsorg"
66828,"Mag-examen, annat fördjup-ämne inom vård/omsorg"
66829,"Mag-examen, ospec fördjup-ämne inom vård/omsorg"
66830,"Mag-examen, fördjup-ämne inom farmaci"
66831,"Mag-examen, fördjup-ämne inom medicin"
66832,"Mag-examen, fördjup-ämne inom odontologi"
66833,"Mag-examen, fördjup-ämne inom veterinärmedicin"
66838,"Mag-examen, annat fördjup-ämne inom medicin"
66839,"Mag-examen, ospec fördjup-ämne inom medicin"
66860,"Toxikologi, biologisk-medicinsk påbyggnadsutbildnin"
66871,Med kand m klin stad första del fullgjord
66872,Odont kand med 9:e term stud avklarade
66873,Vet med kand och klin diag prop med 2
66878,Med kand/odont kand/vet med kand
66879,Med kand/odont kand/vet med kand
66880,"Ortopedteknisk linje, inr. ortopedingenjör"
66899,Ospec eftergymn vårdutbildning (3 år eller längre)
66999,Ospec eftergymn vårdutbildning (3 år eller längre)
67010,Med doktor anatomi
67011,Med doktor histologi
67012,Med doktor fysiologi
67013,Med doktor med fysik
67014,Med doktor med kemi
67015,Med doktor bakteriologi
67016,Med doktor cellforsk o genetik
67017,Med doktor farmakologi
67020,Med drex patologi
67021,Med doktor medicin
67022,Med doktor kirurgi
67023,Med doktor obst o gynekologi
67024,Med doktor neurologi
67025,Med doktor oftalmiatrik
67026,Med doktor öron-näsa-hals
67027,Med doktor psykiatri
67030,Med doktor miljömedicin
67088,"Med doktorsgrad, annan"
67099,"Med doktorsgrad, ospec"
67100,Odont doktor cariologi
67110,Odont doktor protetik
67120,Odont doktor odont röntgendiag
67130,Odont doktor pedodonti
67140,Odont doktor ortodonti
67150,Odont doktor oralhistopat
67160,Odont doktor endodonti
67170,Odont doktor odont farmkologi
67188,"Odont doktorsgrad, annan"
67199,"Odont doktorsgrad, ospec"
67200,Farm lic oorganisk kemi
67201,Farm lic organisk kemi
67202,Farm lic analyt farm kemi
67208,"Farm lic kemi, annan"
67209,"Farm lic kemi, ospec"
67210,Farm lic galenisk farmaci
67220,Farm lic farmakognosi
67230,Farm lic farmakodynamik och toxikologi
67240,Farm lic farm mikrobiologi
67288,"Farm lic utbildning, annan"
67291,"Farm lic, etappavgång"
67299,"Farm lic utbildning, ospec"
67300,Farm doktor oorganisk kemi
67301,Farm doktor organisk kemi
67302,Farm doktor analytisk farmaceutisk kemi
67303,Farm doktor biokemi
67308,Farm doktor kemiämne
67309,Farm doktor kemi
67310,Farm doktor galenisk farm
67320,Farm doktor farmakognosi
67330,Farm doktor farmkodynamik och toxikololgi
67340,Farm doktor farm mikrobiologi
67388,"Farm doktorsgrad, annan"
67399,"Farm doktorsgrad, ospec"
67400,Vet med dr anatomi o histologi
67401,Vet med dr bakteriologi
67402,Vet med dr farmakologi
67403,Vet med dr fysiologi
67404,Vet med dr med kemi
67405,Vet med dr virologi
67406,Vet med dr parasitologi
67410,Vet med dr sjukdgenetik och husdjurshygien
67411,Vet med dr livsmedelshygien
67412,Vet med dr kirurgi
67413,Vet med dr med ii för idisslare
67414,Vet med dr med i för icke idisslare
67415,Vet med dr obst o gynekologi
67416,Vet med dr klin kemi
67417,Vet med dr klin radiologi
67488,"Vet med doktorsgrad, annan"
67499,"Vet med doktorsgrad, ospec"
67510,Med drex anatomi
67511,Med drex histologi
67512,Med drex fysiologi
67513,Med drex med fysik
67514,Med drex med kemi
67515,Med drex klin bakteriologi
67516,Med drex med cellforskning
67520,Med drex patologi
67521,Med drex medicin
67522,Med drex kirurgi
67523,Med drex obst-gyn
67524,Med drex neurologi
67525,Med drex oftalmologi
67526,Med drex oto-rhino-laryngologi
67527,Med drex psykiatri
67530,Med drex alkoholforskning
67531,Med drex anestesiologi
67532,Med drex barn och ungdomspsykiatri
67533,Med drex dermatologi och venereologi
67534,Med drex embryologi
67535,Med drex geriatrik
67536,Med drex hygien
67537,Med drex infekionssjukdomar
67540,Med drex klin fysiologi
67541,Med drex klin kemi
67542,Med drex klin näringslära
67543,Med drex med genetik
67544,Med drex med mikrobiologi
67545,Med drex med rehabilitering
67546,Med drex symbiosforskning
67547,Med drex med teknik
67550,Med drex ortoped kirurgi
67551,Med drex pediatrik
67552,Med drex radiobiologi
67553,Med drex radiofysik
67554,Med drex radioterapi
67555,Med drex rättsmedicin
67556,Med drex röntgendiagnostik
67557,Med drex socialmedicin
67560,Med drex tumörbiologi
67561,Med drex farmakologi
67562,Med drex parasitologi
67563,Med drex virologi
67564,Med drex mikrobiologi
67565,Med drex immunologi
67566,Med drex miljömedicin
67588,Med doktorsexamen
67591,"Med lic, etappavgång"
67599,Med doktorsexamen
67600,Odont drex cariologi
67601,Odont drex anatomi
67602,Odont drex histologi
67603,Odont drex fysiologi
67604,Odont drex bettfysiologi
67605,Odont drex kemi
67606,Odont drex oral kirurgi
67607,Odont drex oral mikrobiologi
67610,Odont drex protetik
67611,Odont drex parodontologi
67612,Odont drex odont teknologi
67620,Odont drex oral diagnostik
67630,Odont drex pedodonti
67640,Odont drex ortodonti
67650,Odont drex oral histopatologi
67660,Odont drex endodonti
67670,Odont drex farmakologi
67688,Odont doktorsexamen
67691,"Odont lic, etappavgång"
67699,Odont doktorsexamen
67700,Farm drex oorganisk och fysikal kemi
67701,Farm drex organisk kemi
67702,Farm drex analytisk farm kemi
67703,Farm drex biokemi
67708,"Farm drex kemi, annan"
67709,"Farm drex kemi, ospec"
67710,Farm drex galenisk farmaci
67720,Farm drex farmakognosi
67730,Farm drex toxikologi
67740,Farm drex mikrobiologi
67750,Farm drex farmakologi
67788,"Farm doktorsexamen, annan"
67799,"Farm doktorsexamen, ospec"
67800,Vet med drex anatomi o histologi
67801,Vet med drex bakteriologi
67802,Vet med drex farmakologi
67803,Vet med drex fysiologi
67804,Vet med drex medicinsk kemi
67805,Vet med drex virologi
67806,Vet med drex parasitologi
67810,Vet med drex sjukdomsgenetik o husdjurshygien
67811,Vet med drex livsmedelshygien
67812,Vet med drex kirurgi
67813,Vet med drex medicin ii för idisslare
67814,Vet med drex medicin i icke idisslare
67815,Vet med drex obst o gynekologi
67816,Vet med drex klin kemi
67817,Vet med drex klin radiologi
67820,Vet med drex patologi
67821,Vet med drex epizoologi
67822,Vet med drex radiobiologi
67888,Vet med doktorsexamen
67891,"Vet med lic, etappavgång"
67899,Vet med doktorsexamen
67999,Forskarutbildning inom vårdyrkesområdet
73100,Grundl utbildning för lantbruk
73110,Specutbildning lantbruk växtodling
73111,Specutbildning lantbruk husdjursskötsel
73112,Seminbiträdesutbildning (seminör) veterinärhögskola
73113,Specutbildning lantbruk maskinskötsel
73114,Specutbildning lantbruk företagsekonomi
73115,Spec utbildning lantbruk byggnadslära
73118,"Specutbildning lantbruk, annan"
73119,"Specutbildning lantbruk, ospec"
73129,2 årig jordbrukslinje i gymnskolan
73188,"Utbildning för lantbruk, annan"
73199,"Utbildning för lantbruk, ospec"
73200,Grundläggande utbildning för trädgård
73210,Specutbildning trädgård maskin/autom
73218,"Specutbildning för trädgård, annan"
73219,"Specutbildning för trädgård, ospec"
73220,2-årig trädgårdskurs i gymnskolan
73230,2-årig trädgårdslinje
73288,"Utbildning för trädgård, annan"
73299,"Utbildning för trädgård, ospec"
73300,Grundläggande skogsbruksutbildning
73310,Specutbildning skogsbruk företagsutbildning
73311,Specutbildning skogsbruk maskinförare
73312,Specutbildning skogsbruk förmansutbildning
73318,"Specutbildning för skogsbruk, annan"
73319,"Specutbildning för skogsbruk, ospec"
73329,2 årig skogsbrukslinje i gymnsk
73388,"Utbildning för skogsbruk, annan"
73399,"Utbildning för skogsbruk, ospec"
73400,Grundläggande jaktvårdsutbildning
73410,Djurvårdsutbildning
73411,Hovslagarutbildning
73418,"Djurvårdarutbildning, annan"
73419,"Djurvårdarutbildning, ospec"
73499,Jakt och djurvårdsutbildning
73500,Fiskarutbildning
73501,Vattenbruk fiskodling med vattenv speckurs
73502,Vattenbruk fisk- el kräftodling speckurs
73599,Fiskarutbildning
73888,Annan utb för lantbr/skog/fiske
73999,Ospec utb för lantbr/skog/fiske
74100,Arbets/driftsledarutbildning lantbruk
74110,Ladugårdsförmansutbildning
74111,Lantbruksförmansutbildning svinskötsel
74112,"Stallchefsutbildning, (Pu)"
74113,"Maskinskötsel, (Pu)"
74120,Kontrollassistentutb/lantbruk
74130,Seminass/husdjursassutbildning
74188,"Lantbruksutbildning, annan"
74199,"Lantbruksutbildning, ospec"
74200,Trädgårdsutbildning anläggning
74210,Trädgårdsutbildning odling allm
74211,Trädgårdsutbildning plantskolegren
74212,Trädgårdsutbildning plantskola
74213,Trädgårdsutbildning fruktodling
74218,"Trädgårdsutbildning odling, annan"
74219,"Trädgårdsutbildning odling, ospec"
74288,"Trädgårdsutbildning, annan"
74299,"Trädgårdsutbildning, ospec"
74312,Skogsbruksutbildning förmansutbildning (Pu)
74314,"Skogsbrinr komplkurs, (Pu)"
74320,Skogsbutbildning torvbrytn o andra biobrän (Pu)
74388,"Skogsbruksutbildning, annan"
74399,"Skogsbruksutbildning, ospec"
74400,Jaktvårdskonsulentutbildning
74488,Jaktvårdsutbildning
74499,Jaktvårdsutbildning
74510,"Vattenbruk, fiskodling med vattenvård"
74600,"Naturbrukslinjen (3 år), gren jord/skogsbruk"
74601,"Naturbrukslinjen (3 år), gren skogsbruk"
74602,"Naturbrukslinjen (3 år), gren trädgård"
74603,"Naturbrukslinjen (3 år), gren fiske o vattenbruk"
