code,label,label_en,parent_code,valid_from,valid_to
"042,99",Poliomyelitis acuta sine paralysi,,,,
"043,97",Poliomyelitis acuta nud suspecta,,,,
"043,99",Poliomyelitis acuta nud,,,,
"044,99",Poliomyelitis acuta:sequelae,,,,
"045,00",Meningitis serosa coxsackie,,,,
"045,10",Meningitis serosa echo,,,,
"045,97",Meningitis aseptica per enterovirus suspecta,,,,
"045,99",Meningitis serosa per enterovirus nud,,,,
"046,99",Alii morbi enterovirosi systematis neruosi centralis,,,,
"050,00",Variola major,,,,
"050,10",Variola minor (alastrim),,,,
"050,97",Variola suspecta,,,,
"050,99",Variola nud,,,,
"051,99",Variola bovis,,,,
"052,00",Varicellae cum meningoencephalitide,,,,
"052,01",Varicellae cum complicatione alia,,,,
"052,07",Varicellae suspectae,,,,
"052,09",Varicellae nud,,,,
"053,00",Herpes zoster opthalmicus,,,,
"053,01",Herpes zoster oticus,,,,
"053,02",Herpes zoster generalisatus,,,,
"053,06",Herpes zoster alius,,,,
"053,07",Herpes zoster suspectus,,,,
"053,09",Herpes zoster nud,,,,
"054,00",Herpes simplex labialis,,,,
"054,01",Stomatogingivitis acuta herpetica,,,,
"054,02",Herpes simplex genitalis,,,,
"054,03",Herpes simplex cutaneus (eczema herpeticum),,,,
"054,04",Meningoencephalitis herpetica,,,,
"054,05",Kerato-conjuncitivitis herpetica,,,,
"054,06",Herpes simplex alius,,,,
"054,07",Herpes simplex suspectus,,,,
"054,09",Herpes simplex nud,,,,
"055,90",Morbilli cum meningoencephalitide,,,,
"055,97",Morbilli suspecta,,,,
"055,99",Morbilli nud,,,,
"056,90",Rubeola cum meningoencephalitide,,,,
"056,97",Rubeola suspecta,,,,
"056,99",Rubeola nud,,,,
"057,00",Erythema infectiosum,,,,
"057,10",Exanthema subitum,,,,
"057,88",Exanthaemata virogena alia,,,,
"057,97",Exanthemata virogena suspecta,,,,
"057,99",Exanthemata virogena nud,,,,
"060,00",Febris flava silvatica,,,,
"060,10",Febris flava urbana,,,,
"060,97",Febris flava suspecta,,,,
"060,99",Febris flava nud,,,,
"061,97",Febris dengue suspecta,,,,
"061,99",Febris dengue nud,,,,
"062,00",Encephalitis virosa per mosquitos japonica,,,,
"062,10",Encephalitis virosa per mosquitos equina occidentalis,,,,
"062,20",Encephalitis virosa per mosquitos equina orientalis,,,,
"062,30",Encephalitis virosa per mosquitos st. louis,,,,
"062,40",Encephalitis virosa per mosquitos murray valley,,,,
"062,97",Encephalitis virosa per mosquitos suspecta,,,,
"062,98",Encephalitis virosa per mosquitos alia definita,,,,
"062,99",Encephalitis virosa per mosquitos nud,,,,
"063,00",Meningoencephalitis verno-aestivalis russica (rsse),,,,
"063,10","Encephalitis virosa ""louping ill""",,,,
"063,20",Encephalitis virosa per ixodidam europae centralis,,,,
"063,97",Encephalitis virosa per ixodidam suspecta,,,,
"063,99",Encephalitis virosa per ixodidam nud,,,,
"064,99",Encephalitis arthropodica,,,,
"065,90",Encephalitis lethargica,,,,
"065,99",Encephalitis virosa nud,,,,
"066,00",Parkinsonismus postencephaliticus,,,,
"066,01",Alterationes personae et characteris postencephaliticae,,,,
"066,02",Psychosis postencephalitica,,,,
"066,08",Encephalitis virosa sequelae alii casus postencephalitici,,,,
"066,09",Casus postencephalitici nud,,,,
"067,00",Febris haemorrhagica per arthropoda krim,,,,
"067,10",Febris haemorrhagica per arthropoda omsk,,,,
"067,20",Morbus kyasanur forest,,,,
"067,38",Febris haemorrhagica per arthropoda alia,,,,
"067,40",Febris haemorrhagica per mosquitos,,,,
"067,50",Nephroso-neuphritis haemorrhagica per artopoda,,,,
"067,90",Febris haemorrhagica per arthropoda alia sive nud,,,,
"068,00","Febris pappataci, per phlebotomum",,,,
"068,10",Viroses per ixodidam,,,,
"068,20",Viroses per mosquitos,,,,
"068,98",INfestationes arthropodicae aliae,,,,
"070,01",Hepatitis infectiosa silvatica (orienterarhepatit),,,,
"070,02",Hepatitis infectiosa laboratoria,,,,
"070,03",Hepatitis infectiosa narcomanica,,,,
"070,04",Hepatitis infectiosa alia,,,,
"070,07",Hepatitis infectiosa suspecta,,,,
"070,09",Hepatitis infectiosa nud,,,,
"071,99",Rabies,,,,
"072,00",Parotitis epidemica cum pancreatitide,,,,
"072,01",Parotitis epidemica cum meningoencephalitide,,,,
"072,02",Parotitis epidemica cum orchitide,,,,
"072,03",Parotitis epidemica cum oophoritide,,,,
"072,04",Parotitis epidemica cum keratitide sive episcleritide,,,,
"072,06",Parotitis epidemica cum complicatione alia s. nud,,,,
"072,07",Parotitis epidemica suspecta,,,,
"072,09",Parotitis epidemica nud,,,,
"073,99",Psittacosis,,,,
"074,00",Angina herpetica,,,,
"074,01",Pharyngitis vesicularis,,,,
"074,10",Myalgia epidemica (bornholm),,,,
"074,20",Myocarditis coxsackie,,,,
"074,21",Pericarditis coxsackie,,,,
"074,98",Viroses coxsackie alia definita,,,,
"074,99",Viroses coxsackie nud,,,,
"075,01",Angina monocytotica,,,,
"075,02",Mononucleosis infectiosa cum meningoencephalitide,,,,
"075,07",Mononucleosis infectiosa cum complicatione alia s. nud,,,,
"075,08",Mononucleosis infectiosa suspecta,,,,
"075,09",Mononuclesosis infectiosa nud,,,,
"076,99",Trachoma,,,,
