code,label,label_en,parent_code,valid_from,valid_to
AG056,Transkutan mätning av syrgas och/eller koldioxid,,AG,,
AG057,"Ultraljudsundersökning, bröstkorgsvägg",,AG,,
AG058,"Ultraljudsundersökning, lungor",,AG,,
AG059,"Ultraljudsundersökning, mediastinum",,AG,,
AG060,"Ultraljudsundersökning, pleura",,AG,,
AG061,Utredning inför planerad behandling med luftvägsmottryck CPAP eller BilevelPAP,,AG,,
AG062,Utredning inför planerad kronisk behandling med syrgas,,AG,,
AG063,Utredning inför planerad kronisk respiratorbehandling,,AG,,
AH,Bröstkörtlar,,A,,
AH001,"Datortomografi, bröstkörtlar",,AH,,
AH002,Galaktografi,,AH,,
AH003,"Indikering av brösttumör, röntgen",,AH,,
AH004,"Magnetresonanstomografi, bröstkörtlar",,AH,,
AH005,"Mammografi, fullständig undersökning",,AH,,
AH006,"Mammografi, screening, enbildsundersökning",,AH,,
AH007,"Mammografi, screening, tvåbildsundersökning",,AH,,
AH008,Mammografisk preparatundersökning,,AH,,
AH009,"Ultraljudsundersökning, bröstkörtlar",,AH,,
AJ,Gastrointestinalkanalen och därtill hörande organ (inkl. mjälte),,A,,
AJ001,Anal fistulografi,,AJ,,
AJ002,Annan specificerad tryckmätning i gastrointestinalkanalen,,AJ,,
AJ003,Anografi (på barn),,AJ,,
AJ004,"Datortomografi, buk (ospecificerat)",,AJ,,
AJ005,"Datortomografi, gallblåsa",,AJ,,
AJ006,"Datortomografi, gallvägar",,AJ,,
AJ007,"Datortomografi, lever",,AJ,,
AJ008,"Datortomografi, mjälte",,AJ,,
AJ009,"Datortomografi, nedre delen av buken inklusive lilla bäckenet",,AJ,,
AJ010,"Datortomografi, pankreas",,AJ,,
AJ011,"Datortomografi, retroperitoneala rummet",,AJ,,
AJ012,"Datortomografi, sigmoideum-rektum",,AJ,,
AJ013,"Datortomografi, övre delen av buken",,AJ,,
AJ014,Defekografi,,AJ,,
AJ015,"Duodenografi, hypoton",,AJ,,
AJ016,Esofagusmanometri med provokationstest,,AJ,,
AJ017,Herniografi,,AJ,,
AJ019,Klinisk undersökning av buk,,AJ,,
AJ020,Klinisk undersökning av ändtarm,,AJ,,
AJ021,"Kolangiografi, postoperativ",,AJ,,
AJ022,"Kolangiografi, transhepatisk perkutan (PTC), med externt dränage",,AJ,,
AJ023,"Kolangiografi, transhepatisk perkutan (PTC), med dilatation av gallgångsstriktur eller extraktion av gallkonkrement",,AJ,,
AJ024,"Kolangiografi, transhepatisk perkutan (PTC), med direktpunktion",,AJ,,
AJ025,"Kolangiografi, transhepatisk perkutan (PTC), med endoprotes eller internt dränage",,AJ,,
AJ026,Kolecystografi,,AJ,,
AJ027,"Kolegrafi, intravenös",,AJ,,
AJ028,"Magnetresonanstomografi, buk (ospecificerat)",,AJ,,
AJ029,"Magnetresonanstomografi, gallblåsa",,AJ,,
AJ030,"Magnetresonanstomografi, gallvägar",,AJ,,
AJ031,"Magnetresonanstomografi, lever",,AJ,,
AJ032,"Magnetresonanstomografi, mjälte",,AJ,,
AJ033,"Magnetresonanstomografi, nedre delen av buken inklusive lilla bäckenet",,AJ,,
AJ034,"Magnetresonanstomografi, pankreas",,AJ,,
AJ035,"Magnetresonanstomografi, övre delen av buken",,AJ,,
AJ036,Perkutan kolangiografi,,AJ,,
AJ037,Rektalbiopsi via kapsel,,AJ,,
AJ038,"Röntgenundersökning, bukorgan, utan egen kod",,AJ,,
AJ039,"Röntgenundersökning, buköversikt, (akut buk)",,AJ,,
AJ040,"Röntgenundersökning, ej akut buköversikt (lever,mjälte,pankreas, etc.)",,AJ,,
AJ041,"Röntgenundersökning, esofagus",,AJ,,
AJ042,"Röntgenundersökning, kolon",,AJ,,
AJ043,"Röntgenundersökning, kolon, med dubbelkontrast",,AJ,,
AJ044,"Röntgenundersökning, tarmreservoar",,AJ,,
AJ045,"Röntgenundersökning, tunntarm",,AJ,,
AJ046,"Röntgenundersökning, tunntarm, med dubbelkontrast med sond",,AJ,,
AJ047,"Röntgenundersökning, tunntarm, med dubbelkontrast utan sond",,AJ,,
AJ048,"Röntgenundersökning, ventrikel, med dubbelkontrast med sond",,AJ,,
AJ049,"Röntgenundersökning, ventrikel, med dubbelkontrast utan sond",,AJ,,
AJ050,"Röntgenundersökning, ventrikel och duodenum",,AJ,,
AJ051,Samling av duodenalsaft,,AJ,,
AJ052,"Skintigrafi, abscess- och infektionslokalisation i magtarmkanal och bukorgan",,AJ,,
